,source,np,bacteria,bac_type,np_synthesis,method,shape,reference,kingdom,phylum,class,order,family,genus,gram,isolated_from,concentration,np_size_avg (nm),zoi_np,"min_Incub_period, h","avg_Incub_period, h","growth_temp, C",Valance_electron,amw,NumHeteroatoms,kappa1,kappa2,kappa3,Phi
18,0,Ag,Salmonella enterica,pathogenic,green_synthesis,disk_diffusion,spherical,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,food,21.25,15,14,12,42,37,11,107.868,1,1.74025974,0.091136933,2.143768512,0.158601936
19,0,Ag,Salmonella enterica,pathogenic,green_synthesis,disk_diffusion,spherical,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,food,10.625,15,12,12,42,37,11,107.868,1,1.74025974,0.091136933,2.143768512,0.158601936
20,0,Ag,Salmonella enterica,pathogenic,green_synthesis,disk_diffusion,spherical,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,n,food,0.31,15,11,12,42,37,11,107.868,1,1.74025974,0.091136933,2.143768512,0.158601936
21,0,Pt,Staphylococcus aureus,pathogenic,chemical_synthesis,disk_diffusion,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,225,4,12,24,36,37,10,195.078,1,1.688311688,0.141141877,2.499632443,0.238291481
22,0,Pt,Staphylococcus aureus,pathogenic,chemical_synthesis,disk_diffusion,spherical,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,250,4,11,24,36,37,10,195.078,1,1.688311688,0.141141877,2.499632443,0.238291481
23,0,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,disk_diffusion,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,20,10,10,24,36,37,11,107.868,1,1.74025974,0.091136933,2.143768512,0.158601936
24,0,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,disk_diffusion,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,20,40,10,24,36,37,11,107.868,1,1.74025974,0.091136933,2.143768512,0.158601936
25,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,1.590908,13,17,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
26,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,3.181816,46.8,13,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
27,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,4.772724,51.3,14,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
28,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,6.363632,51.9,15,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
29,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,7.95454,110.2,14,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
30,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,1.590908,15.8,19,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
31,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,3.181816,25.9,17,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
32,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,4.772724,37.1,19,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
33,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,6.363632,41.9,17,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
34,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,7.95454,42,18,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
35,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,79.5454,44,21,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
36,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,1.590908,14.6,14,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
37,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,3.181816,45.1,12,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
38,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,4.772724,45.3,13,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
39,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,6.363632,46,11,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
40,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,7.95454,46.8,11,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
41,0,CuO,Bacillus subtilis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,79.5454,92,15,0.16,7.08,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
42,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,1.590908,13,13,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
43,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,3.181816,46.8,13,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
44,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,4.772724,51.3,13,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
45,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,6.363632,51.9,16,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
46,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,7.95454,110.2,13,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
47,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,1.590908,15.8,15,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
48,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,3.181816,25.9,15,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
49,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,4.772724,37.1,18,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
50,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,6.363632,41.9,17,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
51,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,7.95454,42,18,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
52,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,79.5454,44,21,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
53,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,1.590908,14.6,12,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
54,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,3.181816,45.1,11,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
55,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,4.772724,45.3,12,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
56,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,6.363632,46,15,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
57,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,7.95454,46.8,11,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
58,0,CuO,Escherichia coli,pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,79.5454,92,13,48,84,37,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
59,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,1.590908,13,14,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
60,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,3.181816,46.8,14,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
61,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,4.772724,51.3,11,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
62,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,6.363632,51.9,13,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
63,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,7.95454,110.2,13,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
64,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,1.590908,15.8,20,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
65,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,3.181816,25.9,14.2,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
66,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,4.772724,37.1,16,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
67,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,6.363632,41.9,15,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
68,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,7.95454,42,18,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
69,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,snowflake,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,79.5454,44,12,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
70,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,1.590908,14.6,14,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
71,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,3.181816,45.1,13,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
72,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,4.772724,45.3,10,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
73,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,6.363632,46,11,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
74,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,7.95454,46.8,13,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
75,0,CuO,Lactococcus lactis,non-pathogenic,chemical_synthesis,disk_diffusion,ellipsoidal,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,p,food,79.5454,92,11,12,18,22,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
76,0,CuO,Pseudomonas putida,opportunistic pathogen,chemical_synthesis,disk_diffusion,nanoplates,https://www.sciencedirect.com/science/article/abs/pii/S1387700322011807,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,1.590908,13,15,6,15,30,17,79.545,2,2.319480519,1.319480519,1.44956182,1.53025468
