,np,bacteria,bac_type,np_synthesis,method,shape,reference,kingdom,phylum,class,order,family,genus,gram,isolated_from,source,concentration,mol_weight (g/mol),np_size_avg (nm),time_set,"min_Incub_period, h","growth_temp, C",Valance_electron,labuteASA,tpsa,CrippenMR,chi0v
12,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-1.0457574905606752,107.8682,10.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
13,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-1.6989700043360187,107.8682,40.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
14,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-0.3279021420642826,107.8682,10.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
15,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,-0.5086383061657274,107.8682,10.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
16,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.01703333929878037,107.8682,40.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
17,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,triangular,https://pubmed.ncbi.nlm.nih.gov/33672118/,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,0.3979400086720376,107.8682,10.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
18,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.3979400086720375,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
20,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.0969100130080562,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
21,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.6989700043360187,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
22,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.0,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
24,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,1.792391689498254,107.8682,50.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
26,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.0969100130080562,107.8682,50.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
27,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.0,107.8682,50.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
28,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.6989700043360187,107.8682,50.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
30,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.6020599913279625,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
33,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.6020599913279625,107.8682,30.0,24,24.0,30,11,23.00188061,0.0,0.0,1.78376517
36,Ag,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,1.591064607026499,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
37,Ag,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,3.0969100130080562,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
38,Ag,Candida albicans,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,mouth,0,2.1931245983544616,107.8682,50.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
39,Ag,Candida albicans,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,f,mouth,0,2.1931245983544616,107.8682,50.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
40,Ag,Enterococcus faecalis,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,urine,0,1.591064607026499,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
41,Ag,Enterococcus faecalis,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,urine,0,3.0969100130080562,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
42,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.591064607026499,107.8682,50.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
43,Ag,Escherichia coli,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.494154594018443,107.8682,50.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
44,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,1.591064607026499,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
45,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MBEC,spherical,https://www.cell.com/heliyon/fulltext/S2405-8440(18)35282-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2405844018352824%3Fshowall%3Dtrue,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.7958800173440754,107.8682,50.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
46,Ag,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,2.1072099696478683,107.8682,20.0,18,24.0,30,11,23.00188061,0.0,0.0,1.78376517
47,Ag,Pseudomonas aeruginosa,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,n,soil,0,1.2041199826559248,107.8682,20.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
48,Ag,Staphylococcus epidermidis,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,nose,0,2.4082399653118496,107.8682,20.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
49,Ag,Acinetobacter baumannii,pathogenic,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,n,urine,0,1.505149978319906,107.8682,20.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
50,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.806179973983887,107.8682,20.0,18,48.0,37,11,23.00188061,0.0,0.0,1.78376517
51,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.4082399653118496,107.8682,20.0,18,24.0,37,11,23.00188061,0.0,0.0,1.78376517
52,Ag,Staphylococcus saprophyticus,pathogenic,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,urine,0,2.4082399653118496,107.8682,20.0,18,18.0,30,11,23.00188061,0.0,0.0,1.78376517
53,Ag,Staphylococcus sciuri,pathogenic,chemical_synthesis,MIC,spherical,https://www.mdpi.com/2079-6382/11/9/1219,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Mammaliicoccus,p,skin,0,2.4082399653118496,107.8682,20.0,18,18.0,37,11,23.00188061,0.0,0.0,1.78376517
54,Ag,Bacillus subtilis,non-pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,1.6020599913279623,107.8682,3.0,24,0.16,30,11,23.00188061,0.0,0.0,1.78376517
55,Ag,Bacillus subtilis,non-pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,soil,0,1.7781512503836436,107.8682,3.0,24,0.16,30,11,23.00188061,0.0,0.0,1.78376517
56,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.6020599913279623,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
57,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.255272505103306,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
58,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.0791812460476247,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
59,Ag,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.146128035678238,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
60,Ag,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,1.7781512503836436,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
61,Ag,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.342422680822206,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
62,Ag,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.2041199826559246,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
63,Ag,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.255272505103306,107.8682,3.0,24,48.0,37,11,23.00188061,0.0,0.0,1.78376517
64,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.0791812460476247,107.8682,3.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
67,Ag,Staphylococcus aureus,pathogenic,chemical_synthesis,MBC,spherical,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.2041199826559246,107.8682,3.0,24,24.0,37,11,23.00188061,0.0,0.0,1.78376517
70,Ag2O,Serratia marcescens,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,n,water,0,2.0969100130080562,231.7358,17.5,24,2.0,30,28,46.55109718,17.07,0.6865,3.975778631
71,Ag2O,Bacillus cereus,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,p,food,0,1.7958800173440752,231.7358,17.5,24,4.0,30,28,46.55109718,17.07,0.6865,3.975778631
72,Ag2O,Enterococcus faecalis,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163,Bacteria,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,p,urine,0,2.0969100130080562,231.7358,17.5,24,24.0,37,28,46.55109718,17.07,0.6865,3.975778631
73,Ag2O,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,2.3979400086720375,231.7358,17.5,24,48.0,37,28,46.55109718,17.07,0.6865,3.975778631
74,Ag2O,Staphylococcus aureus,pathogenic,chemical_synthesis,MIC,spherical,https://www.sciencedirect.com/science/article/abs/pii/S1387700323000163,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,p,skin,0,2.3979400086720375,231.7358,17.5,24,24.0,37,28,46.55109718,17.07,0.6865,3.975778631
75,Al2O3,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/24354999/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.2041199826559246,101.961276,50.0,24,48.0,37,24,51.55776403,85.5,13.5675,4.688846487
76,Al2O3,Escherichia coli,pathogenic,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/24354999/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.505149978319906,101.961276,50.0,24,48.0,37,24,51.55776403,85.5,13.5675,4.688846487
77,Al2O3,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/24354999/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.505149978319906,101.961276,50.0,24,48.0,37,24,51.55776403,85.5,13.5675,4.688846487
78,Al2O3,Escherichia coli,pathogenic,chemical_synthesis,MBC,spherical,https://pubmed.ncbi.nlm.nih.gov/24354999/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,n,urine,0,3.806179973983887,101.961276,50.0,24,48.0,37,24,51.55776403,85.5,13.5675,4.688846487
79,Al2O3,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.3010299956639813,101.961276,50.0,24,24.0,30,24,51.55776403,85.5,13.5675,4.688846487
82,Al2O3,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.0,101.961276,50.0,24,24.0,30,24,51.55776403,85.5,13.5675,4.688846487
85,Al2O3,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MIC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.3010299956639813,101.961276,20.0,24,24.0,30,24,51.55776403,85.5,13.5675,4.688846487
88,Al2O3,Klebsiella pneumoniae,opportunistic pathogen,chemical_synthesis,MBEC,spherical,https://pubmed.ncbi.nlm.nih.gov/34425454/,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,n,respiratory tract,0,3.3010299956639813,101.961276,20.0,24,24.0,30,24,51.55776403,85.5,13.5675,4.688846487
